Column1,Gender,EthnicGroup,ParentEduc,LaunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
2463,female,group B,bachelor's degree,free/reduced,completed,married,never,yes,2,school_bus,< 5,60,78,72
2464,male,group D,bachelor's degree,standard,completed,married,regularly,yes,3,school_bus,< 5,66,58,60
2465,female,group B,High School,standard,completed,married,sometimes,yes,2,school_bus,< 5,62,68,76
2466,male,group B,associate's degree,standard,none,married,regularly,no,1,school_bus,> 10,83,85,82
2467,female,group D,high school,free/reduced,none,divorced,regularly,yes,3,private,< 5,73,91,84
2468,female,group E,associate's degree,standard,completed,married,never,yes,2,school_bus,< 5,63,64,71
2469,female,group D,bachelor's degree,free/reduced,completed,married,sometimes,yes,0,private,< 5,77,88,92
2470,female,group C,High School,free/reduced,none,divorced,sometimes,yes,1,private,> 10,40,49,48
2471,female,group B,High School,free/reduced,completed,married,sometimes,yes,2,private,> 10,63,71,70
2472,male,group C,bachelor's degree,standard,none,divorced,sometimes,yes,0,private,> 10,52,50,46
2473,male,group D,associate's degree,standard,completed,married,sometimes,yes,3,private,< 5,84,79,74
2474,male,group A,master's degree,standard,completed,married,never,yes,2,school_bus,< 5,93,98,95
2475,female,group A,bachelor's degree,free/reduced,none,married,sometimes,yes,3,school_bus,< 5,67,75,72
2476,female,group D,master's degree,standard,completed,married,regularly,yes,1,private,> 10,84,89,97
2477,male,group C,associate's degree,standard,none,married,regularly,no,1,school_bus,< 5,80,80,79
2478,male,group E,associate's degree,free/reduced,none,divorced,regularly,yes,3,school_bus,< 5,61,52,53
2479,male,group C,associate's degree,standard,completed,married,regularly,yes,3,private,< 5,49,51,58
2480,male,group C,bachelor's degree,standard,none,single,regularly,yes,1,private,< 5,34,41,41
2481,female,group C,bachelor's degree,free/reduced,completed,single,sometimes,yes,3,school_bus,< 5,59,81,77
2482,female,group C,associate's degree,free/reduced,completed,single,sometimes,no,1,school_bus,> 10,53,57,67
2483,female,group A,high school,free/reduced,completed,married,sometimes,yes,0,school_bus,< 5,57,75,72
2484,female,group B,master's degree,standard,none,married,sometimes,yes,1,school_bus,< 5,60,61,64
2485,male,group B,bachelor's degree,free/reduced,completed,single,regularly,no,1,school_bus,> 10,79,69,66
2486,female,group B,High School,standard,none,single,never,yes,3,private,< 5,43,43,42
2487,female,group B,bachelor's degree,standard,none,married,regularly,yes,1,school_bus,< 5,58,59,63
2488,male,group D,associate's degree,standard,none,divorced,never,no,5,school_bus,> 10,96,93,90
2489,female,group D,high school,free/reduced,none,divorced,sometimes,yes,0,private,< 5,48,68,59
2490,female,group B,High School,free/reduced,none,single,regularly,no,3,private,> 10,40,57,54
2491,male,group D,master's degree,standard,none,married,sometimes,no,1,private,< 5,70,59,63
2492,female,group C,bachelor's degree,free/reduced,none,married,never,no,1,private,< 5,56,65,65
2493,male,group C,High School,standard,completed,married,sometimes,yes,0,school_bus,< 5,66,50,52
2494,male,group D,master's degree,standard,none,married,never,yes,0,private,> 10,81,81,81
2495,male,group A,High School,standard,completed,divorced,sometimes,yes,2,school_bus,> 10,67,65,69
2496,female,group B,associate's degree,standard,none,married,never,yes,1,school_bus,> 10,56,72,67
2497,male,group B,High School,standard,none,married,regularly,yes,0,school_bus,> 10,67,62,62
2498,male,group D,High School,standard,completed,single,sometimes,yes,2,private,< 5,86,77,85
2499,male,group A,High School,standard,none,married,regularly,no,2,school_bus,< 5,56,42,32
2500,female,group C,bachelor's degree,free/reduced,completed,single,never,no,3,private,< 5,73,84,87
2501,female,group A,bachelor's degree,standard,none,married,sometimes,yes,3,private,< 5,68,84,81
2502,male,group C,associate's degree,free/reduced,none,single,sometimes,yes,2,school_bus,> 10,69,58,59
2503,male,group D,High School,free/reduced,none,single,sometimes,no,3,school_bus,> 10,67,56,56
2504,female,group E,associate's degree,free/reduced,none,married,regularly,yes,0,private,> 10,78,75,80
2505,female,group A,high school,standard,none,married,never,no,5,private,< 5,53,64,62
2506,female,group D,high school,standard,none,married,sometimes,no,1,private,> 10,86,89,94
2507,male,group E,high school,standard,completed,married,regularly,no,4,private,> 10,100,100,100
2508,male,group A,associate's degree,free/reduced,none,widowed,sometimes,no,5,school_bus,> 10,52,40,40
2509,female,group B,associate's degree,free/reduced,none,married,regularly,yes,0,private,< 5,65,81,80
2510,male,group D,associate's degree,standard,none,divorced,regularly,yes,1,private,> 10,61,50,56
2511,male,group E,High School,free/reduced,none,divorced,never,yes,1,school_bus,< 5,58,59,50
2512,male,group B,bachelor's degree,standard,none,divorced,regularly,no,2,private,> 10,39,40,40
2513,male,group B,bachelor's degree,standard,none,married,regularly,yes,3,private,> 10,88,78,74
2514,female,group D,high school,free/reduced,completed,married,sometimes,no,7,private,> 10,71,90,90
2515,female,group E,High School,standard,none,married,sometimes,yes,2,private,< 5,61,65,67
2516,female,group E,master's degree,free/reduced,none,married,sometimes,no,2,school_bus,< 5,71,80,80
2517,male,group D,bachelor's degree,standard,none,married,never,yes,4,school_bus,< 5,68,69,62
2518,male,group C,high school,standard,none,divorced,sometimes,no,1,private,> 10,65,56,53
2519,male,group A,associate's degree,standard,none,single,regularly,no,5,private,< 5,80,77,74
2520,male,group B,bachelor's degree,standard,none,single,sometimes,no,1,school_bus,< 5,77,84,76
2521,female,group C,High School,free/reduced,none,single,sometimes,yes,1,school_bus,< 5,59,79,71
2522,male,group A,bachelor's degree,standard,completed,widowed,regularly,no,1,school_bus,< 5,78,69,73
2523,female,group D,High School,free/reduced,none,divorced,never,yes,1,school_bus,< 5,49,62,62
2524,female,group B,bachelor's degree,standard,completed,divorced,sometimes,no,2,private,> 10,73,87,89
2525,female,group B,associate's degree,free/reduced,completed,married,sometimes,yes,0,school_bus,< 5,31,50,48
2526,female,group E,high school,standard,completed,married,sometimes,no,1,school_bus,> 10,84,96,93
2527,female,group A,bachelor's degree,free/reduced,none,single,regularly,no,2,private,< 5,65,79,78
2528,male,group D,bachelor's degree,free/reduced,none,married,never,yes,1,school_bus,> 10,76,65,65
2529,female,group C,high school,standard,none,married,sometimes,yes,1,school_bus,< 5,34,36,34
2530,female,group B,high school,free/reduced,completed,divorced,never,no,1,private,< 5,33,54,54
2531,female,group B,bachelor's degree,free/reduced,none,married,sometimes,no,3,school_bus,< 5,54,67,64
2532,female,group D,associate's degree,free/reduced,completed,married,sometimes,yes,3,school_bus,> 10,59,72,72
2533,female,group C,high school,free/reduced,none,single,regularly,no,2,private,< 5,44,53,53
2534,female,group C,high school,standard,none,married,sometimes,yes,0,school_bus,< 5,62,69,67
2535,female,group A,high school,free/reduced,none,married,sometimes,no,3,private,< 5,56,72,70
2536,female,group D,master's degree,standard,none,married,sometimes,yes,2,school_bus,> 10,73,78,78
2537,female,group D,associate's degree,standard,completed,divorced,regularly,yes,1,private,< 5,74,73,81
2538,female,group D,High School,standard,completed,divorced,sometimes,yes,1,private,> 10,55,65,66
2539,female,group D,High School,standard,none,married,regularly,no,1,school_bus,< 5,49,66,61
2540,female,group D,bachelor's degree,free/reduced,completed,divorced,sometimes,no,4,school_bus,> 10,72,75,80
2541,male,group C,bachelor's degree,standard,completed,divorced,regularly,yes,1,school_bus,< 5,58,64,57
2542,female,group E,associate's degree,standard,none,married,regularly,no,1,private,< 5,80,96,93
2543,male,group C,High School,standard,completed,married,never,no,4,school_bus,< 5,75,65,68
2544,male,group E,bachelor's degree,standard,none,married,never,yes,4,school_bus,> 10,82,76,69
2545,male,group D,associate's degree,free/reduced,none,married,regularly,no,3,school_bus,< 5,65,66,64
2546,male,group B,High School,free/reduced,none,married,sometimes,yes,2,school_bus,> 10,74,82,70
2547,female,group B,bachelor's degree,free/reduced,none,married,sometimes,no,3,private,> 10,67,80,80
2548,male,group D,high school,standard,none,married,regularly,yes,1,private,< 5,78,73,75
2549,male,group B,High School,standard,none,divorced,sometimes,no,4,school_bus,< 5,76,78,72
2550,female,group C,bachelor's degree,standard,completed,divorced,sometimes,yes,4,private,< 5,93,98,98
2551,male,group C,bachelor's degree,standard,none,married,never,yes,6,school_bus,< 5,70,69,73
2552,male,group B,master's degree,free/reduced,none,married,sometimes,yes,1,private,< 5,57,50,57
2553,female,group B,bachelor's degree,free/reduced,none,single,never,no,1,school_bus,> 10,51,69,61
2554,male,group D,associate's degree,standard,none,married,sometimes,yes,4,private,> 10,57,57,53
2555,female,group D,associate's degree,standard,completed,single,sometimes,no,2,school_bus,> 10,86,99,100
2556,female,group D,master's degree,standard,none,married,sometimes,yes,1,private,< 5,76,78,87
2557,male,group B,bachelor's degree,standard,none,single,regularly,yes,3,private,< 5,56,53,50
2558,female,group E,high school,free/reduced,none,single,never,yes,2,private,> 10,60,72,67
2559,male,group C,associate's degree,standard,none,married,sometimes,no,3,school_bus,> 10,56,51,46
2560,female,group E,bachelor's degree,standard,completed,single,regularly,yes,2,school_bus,> 10,76,75,72
2561,male,group E,High School,standard,none,married,regularly,yes,4,school_bus,> 10,85,65,62
2562,male,group B,associate's degree,standard,completed,married,sometimes,yes,1,private,< 5,76,72,73
2563,male,group A,High School,free/reduced,completed,married,regularly,yes,1,private,< 5,37,47,45
2564,male,group D,bachelor's degree,free/reduced,completed,married,sometimes,yes,0,private,< 5,67,58,67
2565,female,group D,associate's degree,standard,none,divorced,sometimes,yes,2,school_bus,> 10,88,86,84
2566,male,group A,High School,standard,none,single,regularly,no,2,school_bus,< 5,53,52,48
2567,female,group C,high school,standard,completed,single,regularly,yes,1,private,> 10,53,67,72
2568,male,group D,master's degree,standard,completed,married,sometimes,yes,2,private,> 10,100,100,100
2569,male,group D,associate's degree,standard,none,married,sometimes,yes,1,private,> 10,72,68,69
2570,male,group D,bachelor's degree,free/reduced,completed,married,sometimes,yes,2,school_bus,< 5,54,57,62
2571,male,group E,bachelor's degree,standard,none,divorced,regularly,yes,0,school_bus,< 5,73,66,66
2572,female,group C,High School,free/reduced,completed,single,sometimes,yes,0,private,< 5,60,71,74
2573,female,group C,bachelor's degree,standard,completed,single,regularly,yes,3,private,< 5,72,83,80
2574,male,group B,High School,standard,none,divorced,regularly,yes,7,school_bus,< 5,71,72,64
2575,male,group B,high school,standard,completed,divorced,sometimes,yes,3,school_bus,< 5,47,57,46
2576,female,group E,associate's degree,standard,none,married,sometimes,yes,3,private,> 10,64,59,68
2577,female,group E,bachelor's degree,standard,none,divorced,sometimes,no,1,private,> 10,58,60,68
2578,male,group C,associate's degree,free/reduced,none,married,regularly,yes,4,private,< 5,55,53,51
2579,male,group D,bachelor's degree,standard,none,married,regularly,yes,3,private,< 5,76,77,83
2580,female,group A,master's degree,free/reduced,none,married,sometimes,yes,3,private,< 5,57,68,69
2581,male,group C,bachelor's degree,standard,none,married,regularly,yes,1,school_bus,> 10,64,72,67
2582,female,group C,high school,standard,none,married,sometimes,no,4,school_bus,< 5,57,63,58
2583,male,group E,High School,standard,none,divorced,regularly,yes,0,school_bus,> 10,89,79,74
2584,male,group A,high school,standard,completed,married,sometimes,yes,3,school_bus,< 5,83,82,79
2585,female,group D,bachelor's degree,standard,none,single,regularly,yes,2,private,> 10,63,70,81
2586,male,group E,master's degree,free/reduced,none,single,sometimes,yes,2,school_bus,< 5,64,64,66
2587,male,group D,bachelor's degree,standard,none,single,sometimes,yes,0,school_bus,> 10,84,79,77
2588,male,group D,High School,standard,none,married,sometimes,yes,1,school_bus,< 5,75,64,65
2589,male,group E,bachelor's degree,standard,none,married,regularly,yes,2,school_bus,< 5,77,60,60
2590,male,group D,High School,standard,none,single,regularly,yes,2,school_bus,< 5,58,48,54
2591,male,group D,High School,standard,none,married,regularly,yes,1,school_bus,> 10,93,85,88
2592,female,group D,bachelor's degree,standard,completed,married,regularly,yes,2,school_bus,< 5,67,81,84
2593,female,group A,associate's degree,standard,none,married,regularly,no,3,school_bus,> 10,77,87,85
2594,male,group C,associate's degree,standard,completed,married,regularly,no,3,school_bus,< 5,81,84,81
2595,female,group D,High School,standard,none,divorced,sometimes,no,3,school_bus,> 10,74,83,85
2596,male,group D,master's degree,standard,none,divorced,sometimes,yes,5,private,> 10,88,64,66
2597,male,group D,High School,free/reduced,completed,married,sometimes,no,1,school_bus,< 5,58,61,58
2598,male,group D,High School,standard,none,single,sometimes,yes,5,private,< 5,66,51,56
2599,female,group C,associate's degree,free/reduced,none,divorced,sometimes,yes,0,private,> 10,65,71,72
2600,female,group D,bachelor's degree,free/reduced,none,divorced,sometimes,yes,5,school_bus,< 5,40,59,56
2601,male,group B,high school,standard,completed,married,regularly,yes,2,private,> 10,80,75,71
2602,male,group C,master's degree,free/reduced,none,married,sometimes,yes,2,private,< 5,55,66,63
2603,male,group E,associate's degree,standard,completed,divorced,sometimes,no,4,private,> 10,100,98,100
2604,female,group D,master's degree,standard,none,married,never,no,1,school_bus,< 5,58,71,70
2605,male,group B,bachelor's degree,standard,none,married,never,yes,4,private,> 10,70,64,65
2606,female,group C,high school,free/reduced,none,married,regularly,no,2,school_bus,< 5,39,50,51
2607,female,group B,bachelor's degree,standard,none,married,regularly,no,7,private,> 10,63,69,65
